Supplier,Product,Contract Length,Compliance,SLA,Delivery Time (days),Base Price,Additional Fees,Total Price,Price Volatility,Delivery Risk,Contract Risk,Market Price Trends
Henderson Group,AI-Powered Security,12 months,HIPAA,99.9%,45,27028,3057,30085,0.0549184468833005,0.4378258116344047,0.5679205032734082,Stable
"Joseph, Miller and Goodwin",AI-Powered Security,36 months,ISO 27001,99.95%,60,34099,1304,35403,0.0675419224296811,0.4610204940139982,0.4693820505825953,Decreasing
Knapp-Gutierrez,AI-Powered Security,24 months,SOC2,99.99%,30,25428,2553,27981,0.1115987579069503,0.4861646884536487,0.3177475645481276,Stable
Snyder Ltd,Cloud Optimization,36 months,HIPAA,99.9%,45,29684,727,30411,0.097657667546692,0.217460343603895,0.2038194937165113,Decreasing
Jones-Vance,Cloud Optimization,36 months,ISO 27001,99.99%,45,25605,3205,28810,0.1222774848439129,0.3591726505593002,0.4799564934633127,Stable
Fisher-Hill,AI-Powered Security,24 months,FedRAMP,99.99%,45,18759,4789,23548,0.0525302887969452,0.7719062434000892,0.6224833190290374,Decreasing
"Gonzalez, Gutierrez and Moore",AI-Powered Security,36 months,FedRAMP,99.9%,60,29213,2790,32003,0.0612021250497403,0.981808022717827,0.3795936438224399,Decreasing
"Perkins, Phillips and Smith",Multi-Cloud Management,24 months,FedRAMP,99.9%,45,37905,2123,40028,0.0747536901441656,0.0647041968398511,0.1442974022752794,Increasing
Cook and Sons,Cloud Optimization,24 months,FedRAMP,99.9%,60,26817,668,27485,0.0211712702213615,0.387259040254434,0.4469755694027391,Stable
Meyers-Fry,Cloud Optimization,24 months,FedRAMP,99.95%,45,24055,639,24694,0.1463684004516172,0.3711929866485244,0.0225616507573276,Decreasing
"Moreno, Jimenez and Mcdonald",AI-Powered Security,24 months,SOC2,99.9%,90,30164,3334,33498,0.1385314135404338,0.9958862757597158,0.5998412211431142,Increasing
Contreras-Myers,AI-Powered Security,36 months,HIPAA,99.95%,90,28519,4619,33138,0.0802109573120266,0.6937260614624422,0.8964852726424966,Decreasing
Guerrero LLC,Cloud Optimization,36 months,FedRAMP,99.95%,90,21031,2243,23274,0.0768875950401349,0.321179258967464,0.4231728395267549,Increasing
Meadows-Santos,Cloud Optimization,36 months,SOC2,99.9%,60,22847,4781,27628,0.0477744469895817,0.5275259236745986,0.9466317459653376,Stable
Stokes Inc,Cloud Optimization,12 months,ISO 27001,99.95%,45,17875,4579,22454,0.0208963774898169,0.1348341514522116,0.7115058273781953,Stable
"Hess, Green and Daniels",Multi-Cloud Management,36 months,SOC2,99.95%,60,33805,3714,37519,0.0308134884892894,0.1028143862310535,0.3125697335229571,Increasing
"Villarreal, Moreno and Velez",Cloud Optimization,36 months,SOC2,99.99%,90,29939,2357,32296,0.1334234985599295,0.6903933385936837,0.1454228590954398,Increasing
Vasquez Inc,Multi-Cloud Management,36 months,SOC2,99.99%,90,22261,4117,26378,0.0496764621151601,0.996271567803204,0.3556333218073557,Decreasing
Stewart-Kennedy,AI-Powered Security,12 months,SOC2,99.9%,90,18997,2819,21816,0.0208958800009136,0.0046408254980069,0.0095442925823752,Stable
Parrish-Braun,Multi-Cloud Management,24 months,HIPAA,99.99%,30,37105,1654,38759,0.1401563519460631,0.240548848214587,0.2740246940384858,Stable
Ramsey-Hernandez,AI-Powered Security,24 months,SOC2,99.99%,60,34205,1965,36170,0.0758312585144609,0.6942318788231372,0.172754646011967,Decreasing
"Gonzalez, Merritt and Foster",Cloud Optimization,24 months,ISO 27001,99.9%,90,29468,2213,31681,0.0610402461953493,0.4413241709850946,0.060649990533419,Decreasing
Jones-Jones,Cloud Optimization,24 months,ISO 27001,99.95%,45,24297,4209,28506,0.0501836689246624,0.6950719519345159,0.7920507904502913,Decreasing
"Sullivan, Bailey and Jefferson",Multi-Cloud Management,12 months,HIPAA,99.95%,60,39889,3820,43709,0.0964742176745012,0.394237736129301,0.4681777628802003,Increasing
Martin-Guzman,Cloud Optimization,24 months,FedRAMP,99.9%,90,16494,3846,20340,0.142254559653222,0.3612496945736047,0.5186462894216692,Decreasing
Evans Ltd,Cloud Optimization,24 months,HIPAA,99.9%,45,28081,708,28789,0.0105164458909262,0.2069531519486293,0.3353742848795249,Decreasing
"Patterson, Johnson and Murphy",Cloud Optimization,36 months,FedRAMP,99.95%,60,15133,1138,16271,0.0676014381512475,0.0129766706502392,0.77052527930763,Decreasing
Carroll-Jones,Cloud Optimization,24 months,FedRAMP,99.95%,60,25387,1475,26862,0.0925614795009339,0.5534899305004339,0.0884557406855365,Decreasing
Farmer-Lewis,Multi-Cloud Management,12 months,HIPAA,99.99%,30,24049,3142,27191,0.134619472537117,0.0531540854370796,0.6094464071756721,Decreasing
Lopez Ltd,Multi-Cloud Management,36 months,ISO 27001,99.95%,45,29993,3773,33766,0.1091853574668889,0.9689407105075996,0.5695829577830928,Increasing
"Andrews, Fox and Price",AI-Powered Security,36 months,ISO 27001,99.9%,90,24356,3960,28316,0.0397986105097,0.6523192015535509,0.5590108925968418,Increasing
Ramsey-Perez,Multi-Cloud Management,12 months,ISO 27001,99.9%,30,25163,1920,27083,0.0746457317756537,0.5949302374008253,0.8406006225041451,Increasing
Robbins-Gonzalez,AI-Powered Security,12 months,ISO 27001,99.95%,45,27142,524,27666,0.105882992734194,0.1465033405054185,0.7850980089510253,Decreasing
Mcdonald-Gutierrez,Cloud Optimization,12 months,SOC2,99.9%,60,15830,3582,19412,0.0666577539957084,0.045331302047994,0.3616163412818324,Increasing
"Lindsey, Evans and Caldwell",Cloud Optimization,12 months,SOC2,99.95%,30,15254,2614,17868,0.1245689385644042,0.2368017700604506,0.2210637550851846,Stable
"Leon, Fernandez and Perez",AI-Powered Security,12 months,ISO 27001,99.95%,45,34868,4634,39502,0.0395676618085223,0.7005988109481615,0.951733109024426,Decreasing
Lucas-Moore,Multi-Cloud Management,24 months,SOC2,99.99%,30,28796,1468,30264,0.0959402622769674,0.4557062844202975,0.4577793512656398,Increasing
Pierce Inc,AI-Powered Security,24 months,ISO 27001,99.95%,45,32866,2329,35195,0.08627329936919,0.1489827584099924,0.2625275709092913,Stable
"Conner, Juarez and King",Cloud Optimization,24 months,ISO 27001,99.9%,60,17939,588,18527,0.0851835822458107,0.8351261633432041,0.192518871819798,Stable
Ellis-Avery,AI-Powered Security,12 months,ISO 27001,99.95%,45,34131,4933,39064,0.0298839663983962,0.9074710268385046,0.0964601037897696,Stable
"House, Rogers and Osborne",Cloud Optimization,12 months,ISO 27001,99.99%,30,24183,4264,28447,0.0759255128482803,0.5291631009556624,0.5144464281353097,Decreasing
Haynes-Ray,Cloud Optimization,24 months,SOC2,99.9%,60,25996,3892,29888,0.1315570386911624,0.381062146785566,0.589923178273815,Decreasing
Fisher-Moran,Multi-Cloud Management,36 months,ISO 27001,99.95%,60,31522,2622,34144,0.037924416779331,0.3510762387432382,0.8850841193734466,Stable
"Wu, Chaney and Snyder",Multi-Cloud Management,36 months,SOC2,99.9%,90,25339,2944,28283,0.0422937490713968,0.2878889293798424,0.906019455776488,Decreasing
Morgan-Vargas,Multi-Cloud Management,24 months,FedRAMP,99.95%,45,23302,2779,26081,0.1177255874673952,0.1121136483381961,0.3810706764344223,Decreasing
"Edwards, Stokes and Hawkins",Multi-Cloud Management,12 months,HIPAA,99.99%,90,24354,3953,28307,0.0903546261191208,0.1938042424679158,0.1965865875819602,Decreasing
Jones LLC,Multi-Cloud Management,36 months,HIPAA,99.9%,60,33725,1645,35370,0.0433574599418668,0.3513155452531755,0.342889329596056,Stable
"Lamb, Moore and Reyes",Cloud Optimization,36 months,HIPAA,99.95%,45,28979,2787,31766,0.0460623619625011,0.186694297461412,0.8385776663714248,Stable
Swanson LLC,Multi-Cloud Management,12 months,HIPAA,99.9%,90,23877,2411,26288,0.0962614881337762,0.1760328010800007,0.1587027123583364,Decreasing
"Torres, Powell and Wong",Cloud Optimization,36 months,SOC2,99.99%,45,29222,3932,33154,0.0987138841409501,0.4327064492487037,0.6794473358165979,Stable
Acosta-Peterson,AI-Powered Security,24 months,SOC2,99.95%,45,24634,1340,25974,0.0069049704212577,0.9867755973855576,0.2636982554510669,Decreasing
"Gonzalez, Mejia and Kaufman",Cloud Optimization,12 months,ISO 27001,99.95%,60,17038,4740,21778,0.0606897999251676,0.3711530462801746,0.6269719088061033,Stable
"Guzman, Baldwin and Fitzgerald",Multi-Cloud Management,24 months,SOC2,99.9%,60,30507,4503,35010,0.0892966127765175,0.1706435887521052,0.3113763369053238,Increasing
"Clements, Nelson and Jimenez",AI-Powered Security,24 months,HIPAA,99.99%,45,24938,3488,28426,0.1062559494034089,0.8287442657284769,0.2856586695828828,Stable
Blair PLC,Multi-Cloud Management,12 months,SOC2,99.99%,90,39294,4760,44054,0.1114225035865997,0.0779828329899833,0.5673399295689356,Increasing
Hernandez-Ross,AI-Powered Security,36 months,ISO 27001,99.99%,30,26373,2338,28711,0.0260701431807851,0.2225537097276709,0.4874111778902902,Stable
Fox-Robinson,AI-Powered Security,36 months,ISO 27001,99.9%,90,25381,3419,28800,0.1364420695324368,0.0250363362374438,0.4482388465553965,Increasing
Graves-Kim,Cloud Optimization,36 months,ISO 27001,99.99%,90,19777,3918,23695,0.1415141049375425,0.2659825393799419,0.226338278437486,Increasing
Frank-Lopez,AI-Powered Security,12 months,FedRAMP,99.95%,90,22685,701,23386,0.0242060057272243,0.6713910048249883,0.8089092960897761,Stable
Mckinney-Cardenas,AI-Powered Security,12 months,FedRAMP,99.95%,30,30466,2104,32570,0.0496748631333051,0.0281840523451168,0.4498958559880934,Stable
"Hamilton, Browning and Sullivan",AI-Powered Security,12 months,ISO 27001,99.9%,30,32274,4864,37138,0.0993014346921069,0.5516028659840939,0.2740207174024077,Stable
"Scott, Rocha and Munoz",Cloud Optimization,12 months,HIPAA,99.95%,90,27624,858,28482,0.0537484392884074,0.6532902447594835,0.2339964787906278,Decreasing
"Richardson, Foley and Russell",Multi-Cloud Management,12 months,ISO 27001,99.95%,90,30122,921,31043,0.0305242650810466,0.5556640731487861,0.2189061625913165,Increasing
"Williams, Hamilton and Montes",Cloud Optimization,24 months,SOC2,99.95%,45,15385,3317,18702,0.1288527231556152,0.0076707992897887,0.0505557095373897,Stable
"Rich, Solis and Beard",Cloud Optimization,12 months,FedRAMP,99.9%,60,23947,4077,28024,0.0920272024076268,0.4632566043945026,0.0900738629468911,Increasing
"Hayes, Gonzalez and Wagner",AI-Powered Security,24 months,ISO 27001,99.9%,45,32357,2082,34439,0.0957084687423923,0.8542167417136771,0.9982951741819064,Stable
"Nelson, Nelson and Doyle",Multi-Cloud Management,36 months,FedRAMP,99.95%,90,32060,1608,33668,0.0771282271381516,0.4062748005595865,0.0448163106708072,Decreasing
"Brown, Price and Johnson",Cloud Optimization,24 months,SOC2,99.95%,45,15837,1102,16939,0.0867863117074835,0.237476695005624,0.2621715517416154,Decreasing
Thomas Group,Cloud Optimization,36 months,SOC2,99.95%,90,15949,2386,18335,0.1382311414795161,0.1190710007345191,0.1631398762278829,Increasing
Fisher-Wilson,AI-Powered Security,36 months,ISO 27001,99.99%,45,31531,1838,33369,0.0385228748708478,0.5311525659685531,0.9418033596009768,Stable
Warren Inc,Multi-Cloud Management,24 months,HIPAA,99.95%,30,28353,4637,32990,0.077499074370291,0.3851407363115795,0.0570065946496923,Stable
Adams LLC,Cloud Optimization,24 months,FedRAMP,99.99%,45,17721,3208,20929,0.1396737136665933,0.3948409997650211,0.4281756874621504,Increasing
"Duarte, Moore and Evans",Cloud Optimization,12 months,ISO 27001,99.9%,30,21741,4154,25895,0.0443657852073889,0.2418144190371527,0.0356228657540986,Stable
Delacruz-Rios,Cloud Optimization,24 months,FedRAMP,99.99%,90,23799,4926,28725,0.0172034674006974,0.071240715242599,0.8519307491238942,Stable
"Williams, Thomas and Wagner",Cloud Optimization,12 months,HIPAA,99.99%,30,16822,3621,20443,0.007336773791773,0.3955169431075571,0.8536957139810395,Increasing
"Lynch, Smith and Crawford",AI-Powered Security,24 months,SOC2,99.95%,45,28258,2363,30621,0.0087396470311578,0.6750548307334661,0.766770545141332,Increasing
"Ortiz, Knight and Smith",AI-Powered Security,12 months,HIPAA,99.9%,30,18617,3070,21687,0.0863161389795998,0.3942419878349164,0.3066739716880761,Stable
Stewart PLC,Cloud Optimization,36 months,SOC2,99.9%,60,22424,724,23148,0.121987973601753,0.65016918158767,0.5700377887853492,Decreasing
"Hodge, Johnson and Patterson",Cloud Optimization,12 months,SOC2,99.99%,90,16403,4712,21115,0.0114904362537315,0.9612347038921888,0.2457050924846756,Increasing
Hughes-Andrews,Multi-Cloud Management,12 months,SOC2,99.95%,60,22968,1244,24212,0.0601844999417537,0.4298457437063502,0.1481777303294736,Increasing
"Perez, Sims and Moran",Multi-Cloud Management,36 months,HIPAA,99.99%,45,32368,3162,35530,0.0550074750994408,0.4520765706791205,0.1569783951306561,Decreasing
"Chavez, Larson and Campos",Cloud Optimization,12 months,HIPAA,99.9%,90,27567,4325,31892,0.0223048977446322,0.7238286818229451,0.1867684162700088,Decreasing
Rivera-Rowe,Multi-Cloud Management,36 months,ISO 27001,99.9%,60,37695,1918,39613,0.0481236383787581,0.0897972660728603,0.3939612753404252,Stable
Sanders Group,Cloud Optimization,36 months,HIPAA,99.99%,45,17145,2663,19808,0.1044909581041217,0.9367135596314982,0.237294276995151,Increasing
Sanchez-Lowe,Cloud Optimization,36 months,FedRAMP,99.95%,90,18559,2056,20615,0.0006529787241396,0.5552382299059985,0.932798056872979,Increasing
Ellis-Martin,Cloud Optimization,24 months,SOC2,99.9%,45,15296,1586,16882,0.0268442725702501,0.6636951389123827,0.9907621555393796,Decreasing
"Williamson, May and Johnson",Multi-Cloud Management,12 months,SOC2,99.95%,30,26393,1220,27613,0.044335160773055,0.8965788488242853,0.3047362005410787,Stable
Wilson and Sons,AI-Powered Security,36 months,HIPAA,99.95%,30,29914,1871,31785,0.0679536020401809,0.7716407371953017,0.8430434366717035,Stable
Moore-Newman,Multi-Cloud Management,24 months,FedRAMP,99.9%,45,29144,3422,32566,0.1214368891372477,0.9503245389672732,0.465239315179936,Decreasing
"Bennett, Mack and Arroyo",Cloud Optimization,24 months,ISO 27001,99.9%,90,26833,3590,30423,0.0091654434729905,0.8445563757121602,0.6739812723165507,Increasing
Hall Ltd,AI-Powered Security,36 months,FedRAMP,99.95%,60,19468,509,19977,0.0720596382281295,0.106496317004451,0.8394715423230991,Decreasing
Allen Ltd,Cloud Optimization,24 months,HIPAA,99.9%,90,25633,1854,27487,0.0367237227693485,0.193110211709014,0.2199971526705422,Increasing
Munoz-Guerrero,AI-Powered Security,12 months,FedRAMP,99.95%,30,29055,1614,30669,0.115077692159871,0.9784133943229372,0.698394245940942,Stable
"Ruiz, Le and Miller",Multi-Cloud Management,24 months,SOC2,99.99%,90,33344,4248,37592,0.141934935066679,0.484139127117945,0.3745509634032975,Decreasing
Yang-Hodges,Cloud Optimization,36 months,HIPAA,99.9%,45,26387,1874,28261,0.0675895693655399,0.3877831574463789,0.2397797388440474,Decreasing
Carter-Davis,Cloud Optimization,12 months,FedRAMP,99.9%,90,29420,747,30167,0.0581733015862917,0.8450986545742005,0.9884168248403008,Stable
Johnson and Sons,Cloud Optimization,12 months,SOC2,99.9%,30,29743,1868,31611,0.0471028145583547,0.4924706226322353,0.2005185900643087,Decreasing
"Jones, Manning and Campos",AI-Powered Security,36 months,FedRAMP,99.99%,30,31115,2311,33426,0.0483706669269201,0.5058046230176674,0.7505149276387741,Decreasing
"Spencer, Mullins and Chang",Multi-Cloud Management,24 months,SOC2,99.9%,60,25950,1222,27172,0.1334117146430559,0.9136080238811446,0.4607004381371572,Increasing
Richardson and Sons,Multi-Cloud Management,24 months,HIPAA,99.95%,60,31525,2523,34048,0.1307870983137954,0.9726277413964188,0.763246573514173,Decreasing
Bradford-Phillips,AI-Powered Security,36 months,ISO 27001,99.99%,90,24819,4876,29695,0.0292206119689531,0.6109185775172612,0.8106198662793589,Stable
Vazquez-Fisher,AI-Powered Security,12 months,HIPAA,99.99%,60,27325,4146,31471,0.0550343492798062,0.7487733218218078,0.8742720265915166,Increasing
"Ortiz, Coleman and Fleming",AI-Powered Security,24 months,HIPAA,99.95%,45,29365,4407,33772,0.1251343235053453,0.4962970916402817,0.6212617559255493,Stable
"White, Foley and Winters",Cloud Optimization,24 months,ISO 27001,99.99%,45,23079,4043,27122,0.1345695699466404,0.4325644992684314,0.166432076662457,Increasing
Thompson-Miller,Multi-Cloud Management,12 months,FedRAMP,99.9%,90,34530,4493,39023,0.1051364072932033,0.4220686381374128,0.752343973008841,Increasing
"Richardson, Hall and Miller",Cloud Optimization,24 months,HIPAA,99.9%,45,18665,2644,21309,0.1445668704624455,0.9666226101597636,0.3777993262020439,Stable
Rodriguez and Sons,Multi-Cloud Management,12 months,SOC2,99.99%,90,27045,2795,29840,0.085164168344659,0.4296569221860019,0.818112546774591,Decreasing
"Neal, Robinson and Gill",Cloud Optimization,36 months,ISO 27001,99.99%,45,27000,2345,29345,0.0089163132436374,0.401671388808535,0.9883554897165876,Increasing
Smith-Reynolds,Multi-Cloud Management,12 months,SOC2,99.9%,60,33707,2415,36122,0.0658564890704179,0.127443055570123,0.4643326526180342,Increasing
"White, Jacobs and Arnold",AI-Powered Security,12 months,SOC2,99.99%,90,31194,3425,34619,0.0948552497871919,0.4309755247668423,0.1384538536570053,Decreasing
"Holland, Jensen and Long",AI-Powered Security,36 months,ISO 27001,99.99%,45,32436,606,33042,0.0066464716857489,0.3205939070803177,0.5718757164709517,Stable
"Ramirez, Estrada and Joseph",Multi-Cloud Management,12 months,SOC2,99.9%,60,20867,3269,24136,0.0859970616857283,0.6885995206754952,0.3261497171193616,Stable
Turner-Booth,Cloud Optimization,24 months,ISO 27001,99.99%,90,28157,1630,29787,0.0552104557825948,0.6713340311030056,0.8317211202799181,Increasing
Shea Group,Cloud Optimization,12 months,FedRAMP,99.99%,60,21732,1068,22800,0.1177013971093316,0.2281673343805844,0.1925348177237733,Increasing
Rodriguez-Williams,AI-Powered Security,24 months,FedRAMP,99.99%,30,33746,4851,38597,0.0099612965803941,0.0143513095852935,0.8810096692124272,Stable
Brewer Group,AI-Powered Security,36 months,FedRAMP,99.9%,30,24214,896,25110,0.0145362652016716,0.2905032471986191,0.6597044821470919,Decreasing
Simpson PLC,Multi-Cloud Management,36 months,FedRAMP,99.99%,60,30298,3580,33878,0.1434299805021606,0.7228541796753541,0.8282830451682474,Increasing
Kline PLC,AI-Powered Security,36 months,HIPAA,99.95%,45,32268,1407,33675,0.0644837790346137,0.7194045134317787,0.5599116862447463,Decreasing
Holland-Shaw,Cloud Optimization,12 months,FedRAMP,99.9%,60,29556,3865,33421,0.0352807489646597,0.561253820794501,0.1257969924379458,Increasing
Knight Group,AI-Powered Security,36 months,ISO 27001,99.95%,30,19020,4153,23173,0.0943669715220645,0.7822290004721234,0.6850451757086196,Decreasing
"Davis, Oneill and Mendez",Multi-Cloud Management,12 months,HIPAA,99.99%,60,39565,3541,43106,0.1079215339764696,0.9525859813174192,0.2641103901790758,Increasing
"Mckee, Jones and Graves",Cloud Optimization,24 months,HIPAA,99.95%,45,24888,4150,29038,0.0606009934620303,0.8208317903747576,0.5771304505217814,Increasing
Barrett PLC,Multi-Cloud Management,24 months,SOC2,99.9%,30,33567,3275,36842,0.0691579995790782,0.8345719568709472,0.6594796782867858,Increasing
Key-Cook,Multi-Cloud Management,12 months,FedRAMP,99.99%,60,32247,3206,35453,0.082729873399589,0.8118666200900677,0.5316624728644793,Increasing
"Daniels, Campbell and Mayo",Multi-Cloud Management,24 months,ISO 27001,99.9%,60,39465,4797,44262,0.1091030275613939,0.4792423750393305,0.2873799152555684,Decreasing
"Goodman, Ramirez and Bailey",Multi-Cloud Management,24 months,SOC2,99.99%,30,27559,1487,29046,0.1401908082115879,0.796600456498377,0.0556661460561991,Stable
"Miller, Garcia and Conway",Cloud Optimization,12 months,FedRAMP,99.99%,45,25780,1881,27661,0.0508388575454564,0.256107060460456,0.222446167759865,Stable
"Galvan, Carey and Lambert",Cloud Optimization,12 months,FedRAMP,99.99%,60,16887,1823,18710,0.012786044669423,0.3137669762884384,0.6578472389213587,Stable
Craig-Graves,Multi-Cloud Management,12 months,ISO 27001,99.9%,60,20016,2302,22318,0.115213485782871,0.2080872148501102,0.3841891520539801,Decreasing
Martinez LLC,AI-Powered Security,12 months,SOC2,99.99%,30,19946,1116,21062,0.0045415651996689,0.3005638851119715,0.7973244634002504,Increasing
"Guerrero, Blevins and Nguyen",AI-Powered Security,36 months,SOC2,99.99%,90,18082,672,18754,0.0506258367671208,0.4600197677547496,0.6870238380712053,Stable
Hamilton PLC,Multi-Cloud Management,12 months,HIPAA,99.9%,45,36588,3602,40190,0.0538533925035129,0.1051882848789717,0.3228377777313098,Increasing
Lopez-Bell,Cloud Optimization,12 months,ISO 27001,99.99%,30,22390,4396,26786,0.0088362991598499,0.5787178554398685,0.6357388320267334,Stable
"Miller, Brown and Gonzalez",Multi-Cloud Management,12 months,HIPAA,99.99%,90,22905,2637,25542,0.1099891088854949,0.5181339133443376,0.0115210120260433,Stable
Rogers Group,Cloud Optimization,24 months,ISO 27001,99.99%,45,24849,2600,27449,0.0015640841000211,0.2046928295829813,0.7762250528720227,Decreasing
"Huff, Allen and Morris",Multi-Cloud Management,12 months,HIPAA,99.99%,45,32177,4340,36517,0.1434990132636319,0.2239081315411143,0.4577493673821993,Decreasing
"Martinez, Sanchez and Warren",AI-Powered Security,36 months,FedRAMP,99.9%,60,22979,925,23904,0.0853695754068661,0.3745796069349852,0.6541174841780109,Decreasing
Reeves Inc,Multi-Cloud Management,12 months,FedRAMP,99.99%,60,37943,4694,42637,0.0460863376124361,0.3719549577376997,0.0823674471529757,Increasing
"Mullins, Williams and Dickson",Multi-Cloud Management,24 months,FedRAMP,99.99%,90,29944,3439,33383,0.1299673170951396,0.9095515907751012,0.2172787787671364,Increasing
Cruz-Taylor,AI-Powered Security,24 months,FedRAMP,99.95%,30,32096,2733,34829,0.0127750750065834,0.597398891187153,0.6865809280212878,Stable
"Robinson, Hernandez and Vega",Multi-Cloud Management,36 months,HIPAA,99.9%,30,32723,2277,35000,0.1192394276155096,0.1636902839038031,0.5395151135743653,Decreasing
"Garcia, Rose and Colon",Cloud Optimization,24 months,HIPAA,99.99%,90,24022,2092,26114,0.0910121535488295,0.4527506518580358,0.7779861187205073,Increasing
Vazquez-Morales,AI-Powered Security,36 months,SOC2,99.95%,45,28415,4316,32731,0.0485892122348654,0.9004116380886182,0.5054209265263945,Decreasing
"Walker, Jones and Reese",Cloud Optimization,12 months,FedRAMP,99.9%,45,19773,3935,23708,0.0899744406309499,0.7967507173302343,0.7515463074381062,Increasing
"Johnson, Rodriguez and Simpson",Cloud Optimization,36 months,HIPAA,99.99%,30,19554,549,20103,0.0749093398756598,0.1281549845631326,0.8057358218764082,Increasing
Watkins and Sons,Cloud Optimization,36 months,SOC2,99.99%,30,29161,2551,31712,0.0427793622457724,0.1363900396428584,0.7590554097105976,Increasing
Case and Sons,Multi-Cloud Management,12 months,ISO 27001,99.9%,90,36643,4858,41501,0.0864278118760908,0.5661910873974069,0.2619098918753894,Increasing
Dixon LLC,AI-Powered Security,12 months,FedRAMP,99.99%,60,32698,4640,37338,0.132283644742213,0.7495862900768155,0.5373455884130005,Increasing
"Daniels, Ponce and Rivera",AI-Powered Security,12 months,ISO 27001,99.9%,30,20092,3467,23559,0.0170001128171558,0.6798748141696267,0.99761683604055,Increasing
"Rodriguez, Harris and Harrison",AI-Powered Security,12 months,FedRAMP,99.99%,45,29829,3128,32957,0.1484344922743709,0.1158346583413697,0.129954904076921,Stable
Johnson-Davis,Multi-Cloud Management,36 months,HIPAA,99.9%,90,23523,4202,27725,0.115478700851834,0.5482159106549206,0.5395035904500061,Increasing
Robinson-Martin,Cloud Optimization,12 months,SOC2,99.9%,30,23208,2097,25305,0.0732879078833728,0.8054816933119101,0.4263349054403459,Increasing
Snyder-Clark,AI-Powered Security,24 months,SOC2,99.95%,90,34667,3488,38155,0.0514353965326322,0.0709646332855354,0.3317775090046472,Increasing
Calhoun-Young,Multi-Cloud Management,12 months,SOC2,99.99%,60,27636,1300,28936,0.0778493184648247,0.672511369297406,0.0443322508022814,Decreasing
"Perez, Rogers and Smith",AI-Powered Security,12 months,HIPAA,99.99%,60,34756,3498,38254,0.1265687016699751,0.8182675681595905,0.9863296545513396,Increasing
Moore Inc,AI-Powered Security,24 months,FedRAMP,99.99%,45,24880,4437,29317,0.0821851435480663,0.7073449591910562,0.2718842452628857,Stable
Davis-Smith,Cloud Optimization,36 months,ISO 27001,99.95%,45,26143,4493,30636,0.1322943641747802,0.8520698378285569,0.5063662535617891,Increasing
"Jordan, Hardy and Benitez",AI-Powered Security,24 months,HIPAA,99.9%,30,24115,1580,25695,0.1022522385168625,0.9343300082169445,0.7802034968567615,Stable
Perez-Miller,Multi-Cloud Management,36 months,FedRAMP,99.9%,90,28232,2638,30870,0.1254289646628735,0.360486721676117,0.4003445182163753,Decreasing
Baker-Simmons,AI-Powered Security,36 months,HIPAA,99.9%,90,21709,2656,24365,0.0046471429916792,0.2778943978407497,0.5020576469023181,Stable
"Sharp, Joseph and Hunter",Multi-Cloud Management,12 months,SOC2,99.99%,30,38792,3077,41869,0.0480139663613327,0.7003851331432934,0.1137430194137243,Increasing
Wood-Curtis,Cloud Optimization,24 months,HIPAA,99.95%,90,25291,4102,29393,0.0531994127647438,0.0604306771526377,0.4666458007513755,Decreasing
Mcdaniel-Chen,Multi-Cloud Management,36 months,FedRAMP,99.9%,60,25442,1855,27297,0.0134410590588631,0.2158579007652123,0.7818535394902439,Decreasing
Love-Vargas,Cloud Optimization,36 months,SOC2,99.95%,60,20825,2913,23738,0.0964041624822074,0.3251474462311502,0.6327151243009916,Increasing
Peters-Anderson,Cloud Optimization,36 months,HIPAA,99.99%,60,20968,3967,24935,0.0854917074623641,0.7497675583342468,0.6703759104353387,Increasing
Anderson Ltd,Cloud Optimization,24 months,SOC2,99.95%,30,24844,4771,29615,0.0140740959863946,0.9483265830361624,0.5431531237064317,Increasing
Allen Group,AI-Powered Security,36 months,FedRAMP,99.9%,90,18349,4526,22875,0.0729915065534073,0.9595534142999,0.7326856913968013,Increasing
Sandoval Ltd,Cloud Optimization,36 months,ISO 27001,99.95%,60,15073,1962,17035,0.1272913135258795,0.3233201037486408,0.4393163078576527,Stable
Mcgrath-Hamilton,AI-Powered Security,36 months,SOC2,99.95%,60,18035,1520,19555,0.1240768059987019,0.8328690417979895,0.8506005483015567,Increasing
Lawson LLC,Cloud Optimization,24 months,FedRAMP,99.99%,45,23337,1526,24863,0.0335673654174616,0.8152052811654619,0.8459681446546411,Stable
Shea-Hernandez,AI-Powered Security,12 months,SOC2,99.99%,30,28018,1282,29300,0.0650543875512353,0.6203378054437996,0.0260666069325988,Decreasing
Roberts-Fernandez,Cloud Optimization,36 months,HIPAA,99.99%,90,27866,2093,29959,0.0602157242998297,0.5283989834014866,0.1227393195443089,Stable
"Pearson, Lewis and Gardner",Cloud Optimization,24 months,SOC2,99.95%,60,28169,4614,32783,0.1291079558600351,0.8892256020848937,0.3040745888313513,Stable
"Martinez, Bennett and Ortiz",Multi-Cloud Management,36 months,ISO 27001,99.9%,60,38565,4992,43557,0.1144147216681741,0.4397286376635347,0.8555494904355281,Stable
Bailey PLC,Cloud Optimization,12 months,SOC2,99.95%,60,20106,2666,22772,0.0137327603626869,0.1131590065896762,0.1084436177512618,Stable
"Campos, Rowland and Stone",Cloud Optimization,36 months,SOC2,99.99%,60,18711,2086,20797,0.1059714730829104,0.684722537221332,0.5155199159143766,Decreasing
